town,latitude,longitude
"Arcos de las Salinas",39.9924426,-1.0428521
"Arens de Lledó",40.9915747,0.2706163
"Argente",40.6887842,-1.1628165
"Ariño",41.0305185,-0.5917829
"Azaila",41.2912333,-0.4942811
"Bádenas",41.0919306,-1.1218534
"Báguena",41.0405505,-1.3563189
"Bañón",40.8395298,-1.1905521
"Barrachina",40.8968866,-1.1399756
"Bea",41.0360113,-1.1467425
"Beceite",40.8308335,0.1824413
"Belmonte de San José",40.8750061,-0.0632441
"Bello",40.9224357,-1.4997686
"Berge",40.8577139,-0.4271096
"Bezas",40.3307741,-1.324503
"Blancas",40.8139353,-1.4816323
"Blesa",41.0515376,-0.8856396
"Bordón",40.6871025,-0.3218359
"Bronchales",40.5089282,-1.5886007
"Bueña",40.7085066,-1.2672166
"Burbáguena",41.0175998,-1.3386315
"Cabra de Mora",40.3175281,-0.8073019
"Calaceite",41.0120112,0.1873566477762597
"Calamocha",40.9198824,-1.299434
"Calanda",40.9403014,-0.2314866
"Calomarde",40.3725088,-1.5750772
"Camañas",40.6430167,-1.1376101
"Camarena de la Sierra",40.1483952,-1.0408801
"Camarillas",40.6126449,-0.7541341
"Caminreal",40.8386895,-1.3252771
"Cantavieja",40.5265892,-0.4050812
"Cañada de Benatanduz",40.5789413,-0.5369292
"La Cañada de Verich",40.8659388,-0.0990631
"Cañada Vellida",40.7082497,-0.9149755
"Cañizar del Olivar",40.8165916,-0.6451058
"Cascante del Río",40.1957871,-1.1142918
"Castejón de Tornos",40.9974874,-1.4267934
"Castel de Cabra",40.8039689,-0.6979565
"Castelnou",41.228336,-0.3646998
"Castelserás",40.9814929,-0.1442085
"El Castellar",40.3650349,-0.8173009
"Castellote",40.7992317,-0.3180374
"Cedrillas",40.436033,-0.8528742
"Celadas",40.4739842,-1.1498081
"Cella",40.4544298,-1.2859865
"La Cerollera",40.8399251,-0.0550282
"La Codoñera",40.934541,-0.0849306
"Corbalán",40.4032092,-0.9852685
"Cortes de Aragón",40.9737275,-0.8352589
"Cosa",40.8339734,-1.1353123
"Cretas",40.9283254,0.2125034
"Crivillén",40.88321,-0.5768456
"La Cuba",40.5916447,-0.2981642
"Cubla",40.2102421,-1.0787138
"Cucalón",41.0860556,-1.2153321
"El Cuervo",40.1510523,-1.3258089
"Cuevas de Almudén",40.7132549,-0.8290206
"Cuevas Labradas",40.4536135,-1.0508498
"Ejulve",40.7756197,-0.554384
"Escorihuela",40.5450501,-0.9711173
"Escucha",40.7946466,-0.8098411
"Estercuel",40.8553349,-0.6318762
"Ferreruela de Huerva",41.0634202,-1.2332963
"Fonfría",41.6361335,-6.1394852
"Formiche Alto",40.324288,-0.8934975
"Fórnoles",40.8933268,-0.0040017
"Fortanete",40.5051134,-0.5208053
"Foz-Calanda",40.922231,-0.2665925
"La Fresneda",40.92842775,0.067362697143684
"Frías de Albarracín",40.3389342,-1.6173933
"Fuenferrada",40.8689227,-1.0119277
"Fuentes Calientes",40.7004538,-0.9786854
"Fuentes Claras",40.8640489,-1.3241011
"Fuentes de Rubielos",40.1691586,-0.618784
"Fuentespalda",40.806717,0.0662308
"Galve",40.6552414,-0.8812969
"Gargallo",40.836081,-0.5837944
"Gea de Albarracín",40.4104638,-1.3457211
"La Ginebrosa",40.84123465,-0.1479986419309837
"Griegos",40.4265704,-1.7116578
"Guadalaviar",40.3891731,-1.7174804
"Gúdar",40.4418233,-0.7199933
"Híjar",41.1747377,-0.4515985
"Hinojosa de Jarque",40.6901845,-0.7861129
"La Hoz de la Vieja",40.9237957,-0.843254
"Huesa del Común",41.0104815,-0.9197856
"La Iglesuela del Cid",40.4815018,-0.3192584
"Jabaloyas",40.240197,-1.4075138
"Jarque de la Val",40.7024937,-0.8009751
"Jatiel",41.2191924,-0.3811707
"Jorcas",40.5429271,-0.7533525
"Josa",40.9558045,-0.7666248
"Lagueruela",41.0415731,-1.1915116
"Lanzuela",41.0987227,-1.2057106
"Libros",40.1619238,-1.2341011
"Lidón",40.7175307,-1.1124556
"Linares de Mora",40.3218472,-0.5750932
"Loscos",41.081388,-1.0449678
"Lledó",40.9553776,0.277093
"Maicas",40.9663806,-0.8896818
"Manzanera",40.0577849,-0.8302624
"Martín del Río",40.8444902,-0.8955596
"Mas de las Matas",40.8330753,-0.2417955
"La Mata de los Olmos",40.8659024,-0.5212868
"Mazaleón",41.0503789,0.1038354
"Mezquita de Jarque",40.7209505,-0.8667062
"Mirambel",40.5868013,-0.3423874
"Miravete de la Sierra",40.5770398,-0.6941419
"Molinos",40.819867,-0.4504486
"Monforte de Moyuela",41.0547646,-1.0142555
"Monreal del Campo",40.7749459,-1.349371468274209
"Monroyo",40.7872816,-0.0330661
"Montalbán",40.8405106,-0.7945674618382108
"Monteagudo del Castillo",40.4568776,-0.8176137
"Monterde de Albarracín",40.4974056,-1.4918671
"Mora de Rubielos",40.2515738,-0.7533922
"Moscardón",40.332479,-1.5368889
"Mosqueruela",40.3615312,-0.4492901
"Muniesa",41.0315677,-0.8099565
"Noguera de Albarracín",40.4588517,-1.5977209
"Nogueras",41.1350928,-1.0668188
"Nogueruelas",40.2377581,-0.6361851
"Obón",40.9047511,-0.7232771
"Odón",40.884255,-1.5680071
"Ojos Negros",40.737139,-1.4987787
"Olba",40.1325902,-0.6250429
"Oliete",40.9976521,-0.6732831
"Los Olmos",40.8768277,-0.4870377
"Orihuela del Tremedal",40.5507519,-1.6504341
"Orrios",40.5871985,-0.987305
"Palomar de Arroyos",40.7796665,-0.7502131
"Pancrudo",40.7620908,-1.0292935
"Las Parras de Castellote",40.7754734,-0.2439791
"Peñarroya de Tastavins",40.7560846,0.0408485
"Peracense",40.6413603,-1.4698693
"Peralejos",40.4837318,-1.0329396
"Perales del Alfambra",40.6351452,-1.0014936
"Pitarque",40.6478037,-0.5936311
"Plou",40.9922654,-0.8538516
"El Pobo",40.5078458,-0.8612705
"La Portellada",40.8819406,0.0558979
"Pozondón",40.5610374,-1.4701596
"Pozuel del Campo",40.7711583,-1.5056597
"La Puebla de Híjar",41.2132393,-0.4456249
"La Puebla de Valverde",40.224544,-0.9301721
"Puertomingalvo",40.264779,-0.4596302
"Ráfales",40.8374819,0.0202094
"Rillo",40.7229168,-0.9961613
"Riodeva",40.1175989,-1.1471163
"Ródenas",40.6394853,-1.5159131
"Royuela",40.3778176,-1.5127776
"Rubiales",40.2764146,-1.2711769
"Rubielos de la Cérida",40.7704251,-1.2121906
"Rubielos de Mora",40.1904408,-0.6519276
"Salcedillo",40.9618871,-1.0054143
"Saldón",40.3262228,-1.4273964
"Samper de Calanda",41.1892077,-0.3882399
"San Agustín",40.0591346,-0.6930191
"San Martín del Río",41.065914,-1.3867518
"Santa Cruz de Nogueras",41.1147357,-1.0888585
"Santa Eulalia",40.5689033,-1.3144106
"Sarrión",40.1407038,-0.8167512
"Segura de los Baños",40.9402937,-0.9505108
"Seno",40.8126804,-0.3377956
"Singra",40.6558585,-1.3115801
"Terriente",40.2973356,-1.5044307
"Teruel",40.6005259,-0.92292818768279
"Toril y Masegoso",40.2335856,-1.512921815761746
"Tormón",40.2025629,-1.3545024
"Tornos",40.9625217,-1.4333116
"Torralba de los Sisones",40.8906914,-1.4586355
"Torrecilla de Alcañiz",40.9619835,-0.0909037
"Torrecilla del Rebollar",40.9101277,-1.0719899
"Torre de Arcas",40.7509754,-0.0688346
"Torre de las Arcas",40.8419988,-0.7182012
"Torre del Compte",40.9352785,0.1089774
"Torrelacárcel",40.6145499,-1.3013762
"Torre los Negros",40.8532367,-1.0970115
"Torremocha de Jiloca",40.5895233,-1.2962012
"Torres de Albarracín",40.4275546,-1.5315671
"Torrevelilla",40.9023494,-0.1082284
"Torrijas",40.0234779,-0.9574493
"Torrijo del Campo",40.8245212,-1.3381918
"Tramacastiel",40.1883603,-1.2401816
"Tramacastilla",40.4305279,-1.5741925
"Tronchón",40.6212083,-0.398535
"Urrea de Gaén",41.1600888,-0.4705135
"Utrillas",40.8127979,-0.8438735
"Valacloche",40.1907329,-1.0907763
"Valbona",40.2284734,-0.8112301
"Valdealgorfa",40.9902188,-0.0338597
"Valdecuenca",40.2978409,-1.4081938
"Valdelinares",40.3913722,-0.6059123
"Valdeltormo",40.985876,0.0838904
"Valderrobres",40.873436,0.1550923
"Valjunquera",40.9530605,0.0254862
"El Vallecillo",40.2348692,-1.5662929
"Veguillas de la Sierra",40.154152,-1.405884
"Villafranca del Campo",40.6946554,-1.3476755
"Villahermosa del Campo",41.1093212,-1.2459843
"Villanueva del Rebollar de la Sierra",40.8914413,-1.0091947
"Villar del Cobo",40.3950117,-1.6730231
"Villar del Salz",40.6820245,-1.49984
"Villarluengo",40.6487546,-0.5293047
"Villarquemado",40.5170637,-1.265061
"Villarroya de los Pinares",40.5302594,-0.6682932
"Villastar",40.2811074,-1.1512179
"Villel",40.2347781,-1.1882946
"Vinaceite",41.2660396,-0.5793052
"Visiedo",40.6857256,-1.0971868
"Vivel del Río Martín",40.8704933,-0.9404566
"La Zoma",40.7843139,-0.6195433
"Ajofrín",39.7111302,-3.98115
"Alameda de la Sagra",40.013303,-3.7968786
"Albarreal de Tajo",39.8974511,-4.228543
"Alcabón",40.0037832,-4.3687968
"Alcañizo",39.9026662,-5.1053
"Alcaudete de la Jara",39.788931,-4.8678158
"Alcolea de Tajo",39.8092556,-5.1477785
"Aldea en Cabo",40.1845515,-4.4573374
"Aldeanueva de Barbarroya",39.7605277,-5.0240869
"Aldeanueva de San Bartolomé",39.6368669,-5.1127375
"Almendral de la Cañada",40.1830548,-4.7408516
"Almonacid de Toledo",39.7538204,-3.8543691
"Almorox",40.2330255,-4.3889347
"Añover de Tajo",39.9877375,-3.7660548
"Arcicóllar",40.0541018,-4.1159804
"Argés",39.8062915,-4.056902
"Azután",39.7848365,-5.1276885
"Barcience",39.9834419,-4.2362793
"Bargas",39.939192,-4.019993262566905
"Belvís de la Jara",39.7594199,-4.9496046
"Borox",40.06967,-3.7411508
"Buenaventura",40.1766024,-4.8498756
"Burguillos de Toledo",39.7983122,-3.9915094
"Burujón",39.901105,-4.2981451
"Cabañas de la Sagra",40.005774,-3.9479133
"Cabañas de Yepes",39.8904689,-3.535343
"Cabezamesada",39.8166147,-3.1029185
"Calera y Chozas",39.8826545,-4.9791609
"Caleruela",39.8744972,-5.2558765
"Calzada de Oropesa",39.8978576,-5.2785136
"Camarena",40.0925817,-4.1212536
"Camarenilla",40.0172068,-4.0738169
"El Campillo de la Jara",39.589896,-5.0545799
"Camuñas",39.4283079,-3.4551614
"Cardiel de los Montes",40.0629152,-4.6547091
"Carmena",39.9556215,-4.4014821
"El Carpio de Tajo",39.8874198,-4.4542812
"Carranque",40.1702567,-3.9000333
"Carriches",39.9639132,-4.4586415
"El Casar de Escalona",40.0458426,-4.5245254
"Casarrubios del Monte",40.1851006,-4.0373112
"Casasbuenas",39.7607428,-4.1264909
"Castillo de Bayuela",40.0998825,-4.6851982
"Cazalegas",40.0099432,-4.6772621
"Cebolla",39.9470727,-4.5726539
"Cedillo del Condado",40.1153734,-3.9257738
"Los Cerralbos",39.9837814,-4.5691242
"Cervera de los Montes",40.0514382,-4.8102512
"Ciruelos",39.9383171,-3.6137358
"Cobeja",40.0235161,-3.8581058
"Cobisa",39.8044211,-4.0247277
"Consuegra",39.460918,-3.6070786
"Corral de Almaguer",39.7607947,-3.168367
"Cuerva",39.6634927,-4.2126962
"Chozas de Canales",40.0994053,-4.0438492
"Chueca",39.7315956,-3.9426979
"Domingo Pérez",39.9757512,-4.5049656
"Dosbarrios",39.8833764,-3.4820586
"Erustes",39.9565393,-4.4974032
"Escalona",40.1665576,-4.4038607
"Escalonilla",39.9249689,-4.3488172
"Espinoso del Rey",39.6525317,-4.7842048
"Esquivias",40.1040681,-3.7674804
"La Estrella",39.6898035,-5.0933003
"Fuensalida",40.0530549,-4.2088378
"Gálvez",39.7005585,-4.2737085
"Garciotum",40.0986693,-4.6470658
"Gerindote",39.9655586,-4.3022455
"Guadamur",39.8113689,-4.1488803
"La Guardia",39.7861587,-3.4750404
"Las Herencias",39.8678726,-4.9215913
"Herreruela de Oropesa",39.8887993,-5.2421986
"Hinojosa de San Vicente",40.1035582,-4.7217597
"Hontanar",39.6122288,-4.4982372
"Hormigos",40.0978717,-4.4443425
"Huecas",40.0115926,-4.19553
"Huerta de Valdecarábanos",39.862804,-3.6112173
"La Iglesuela del Tiétar",40.232703,-4.7515013
"Illán de Vacas",39.9710315,-4.5570488
"Illescas",40.1248436,-3.8492688
"Lagartera",39.9075575,-5.2001378
"Layos",39.77672,-4.0638382
"Lillo",39.72286,-3.3054972
"Lominchar",40.0900948,-3.9665995
"Lucillos",39.9849265,-4.6117589
"Madridejos",39.4697204,-3.5353737
"Magán",39.961848,-3.9308991
"Malpica de Tajo",39.8946197,-4.54845
"Manzaneque",39.635631,-3.7930731
"Maqueda",40.06533,-4.3720335
"Marjaliza",39.5631387,-3.9358027
"Marrupe",40.0901761,-4.7942637
"Mascaraque",39.7160016,-3.8124941
"La Mata",39.9428781,-4.4381101
"Mazarambroz",39.694389,-4.0211162
"Mejorada",40.010038,-4.8831104
"Menasalbas",39.6410143,-4.2836557
"Méntrida",40.2379032,-4.1945535
"Mesegar de Tajo",39.9253874,-4.5020573
"Miguel Esteban",39.5260507,-3.076188
"Mocejón",39.9381943,-3.9168339
"Mohedas de la Jara",39.6042018,-5.1440056
"Montearagón",39.964403,-4.631065
"Montesclaros",40.106226,-4.9389917
"Mora",39.683223,-3.7727849
"Nambroca",39.7978442,-3.9444599
"La Nava de Ricomalillo",39.6494555,-4.9903057
"Navahermosa",39.6334281,-4.4691896
"Navalcán",40.0690965,-5.0931741
"Navalmoralejo",39.739225,-5.1429775
"Los Navalmorales",39.7259654,-4.6404217
"Los Navalucillos",39.6671024,-4.6415461
"Navamorcuende",40.1560188,-4.7865619
"Noblejas",39.9803187,-3.4403876
"Noez",39.7409874,-4.1842477
"Nombela",40.1570908,-4.5033817
"Novés",40.0450267,-4.2730023
"Numancia de la Sagra",40.0785096,-3.8569693
"Nuño Gómez",40.1149907,-4.6180673
"Ocaña",39.9586665,-3.5007717
"Olías del Rey",39.9447357,-3.9872516
"Ontígola",40.00348,-3.572782
"Orgaz",39.6475279,-3.8748671
"Oropesa",39.9175144,-5.1747241
"Otero",40.0011174,-4.5153249
"Palomeque",40.1199294,-3.9635482
"Pantoja",40.0454287,-3.8354787
"Paredes de Escalona",40.2045419,-4.429744
"Parrillas",40.0630933,-5.0633547
"Pelahustán",40.1766457,-4.5979053
"Pepino",40.0326263,-4.8024429
"Polán",39.7888594,-4.1667072
"Portillo de Toledo",40.0626338,-4.2273404
"La Puebla de Almoradiel",39.5982659,-3.1186131
"La Puebla de Montalbán",39.8644503,-4.3592794
"La Pueblanueva",39.9124157,-4.6772716
"El Puente del Arzobispo",39.8031703,-5.1718509
"Puerto de San Vicente",39.5224262,-5.1139392
"Pulgar",39.693534,-4.1528876
"Quero",39.5100043,-3.2472032
"Quintanar de la Orden",39.5908125,-3.043053
"Quismondo",40.1056113,-4.3243085
"El Real de San Vicente",40.135588,-4.6893091
"Recas",40.0531375,-3.9902585
"Retamoso de la Jara",39.7427485,-4.7557209
"Rielves",39.9607218,-4.1930252
"Robledo del Mazo",39.6094103,-4.9048825
"El Romeral",39.7072283,-3.4340122
"San Bartolomé de las Abiertas",39.8275665,-4.7183014
"San Martín de Montalbán",39.7021643,-4.3880846
"San Martín de Pusa",39.7826821,-4.6336085
"San Pablo de los Montes",39.5409163,-4.3316718
"San Román de los Montes",40.0674417,-4.7322334
"Santa Ana de Pusa",39.7620169,-4.7112606
"Santa Cruz de la Zarza",39.9812739,-3.1886386
"Santa Cruz del Retamar",40.1186831,-4.2414455
"Santa Olalla",40.024331,-4.4282433
"Sartajada",40.2128437,-4.7930823
"Segurilla",40.0227539,-4.8657291
"Seseña",40.1048269,-3.6963093
"Sevilleja de la Jara",39.5743406,-4.9647281
"Sonseca",39.6788825,-3.9706745
"Sotillo de las Palomas",40.1032447,-4.8282463
"Talavera de la Reina",39.9603798,-4.8311717
"Tembleque",39.6970824,-3.5020102
"El Toboso",39.5129195,-2.9954597
"Toledo",39.8560679,-4.0239568
"Torralba de Oropesa",39.9340436,-5.1536888
"Torrecilla de la Jara",39.7037025,-4.7722444
"La Torre de Esteban Hambrán",40.169413,-4.2159096
"Torrico",39.8301082,-5.2270015
"Torrijos",39.9811627,-4.2805629
"Totanés",39.7102971,-4.2245753
"Turleque",39.6011467,-3.6139069
"Ugena",40.1574161,-3.8766994
"Urda",39.4102779,-3.7167932
"Valdeverdeja",39.7955554,-5.2450131
"Valmojado",40.2043735,-4.0908078
"Velada",39.9768698,-4.9756417
"Las Ventas con Peña Aguilera",39.6103974,-4.2302891
"Las Ventas de Retamosa",40.1549585,-4.1142313
"Las Ventas de San Julián",40.0091375,-5.2948949
"Villacañas",39.625027,-3.333785
"La Villa de Don Fadrique",39.6180333,-3.2182294
"Villafranca de los Caballeros",39.4263038,-3.3598689
"Villaluenga de la Sagra",40.0271087,-3.9115161
"Villamiel de Toledo",39.9839099,-4.126224
"Villaminaya",39.7114161,-3.8711454
"Villamuelas",39.8180633,-3.7348556
"Villanueva de Alcardete",39.6717245,-3.0152647
"Villanueva de Bogas",39.7240112,-3.657196
"Villarejo de Montalbán",39.7689628,-4.573705
"Villarrubia de Santiago",39.9847858,-3.3667545
"Villaseca de la Sagra",39.9623605,-3.8829959
"Villasequilla",39.8762661,-3.7310065
"Villatobas",39.9018494,-3.3239156
"El Viso de San Juan",40.1437727,-3.9206116
"Los Yébenes",39.5823444,-3.8702361
"Yeles",40.1197677,-3.8042363
"Yepes",39.9037704,-3.6240919
"Yuncler",40.0440004,-3.9008053
"Yunclillos",40.0212332,-3.990001
"Yuncos",40.0871868,-3.8735226
"Santo Domingo-Caudilla",40.0100661,-4.319466860239994
"Ademuz",40.0631649,-1.2856816
"Ador",38.9195136,-0.2242702
"Atzeneta d'Albaida",38.8328755,-0.4971297
"Agullent",38.8232056,-0.5475331
"Alaquàs",39.4572928,-0.46098
"Albaida",38.838669,-0.5181895
"Albal",39.3956438,-0.4150821
"Albalat de la Ribera",39.2012627,-0.3866468
"Albalat dels Sorells",39.5436955,-0.3461912
"Albalat dels Tarongers",39.7028908,-0.3371981
"Alberic",39.1164369,-0.5201838
"Alborache",39.3917086,-0.7711311
"Alboraia/Alboraya",39.5009954,-0.34948
"Albuixech",39.5442852,-0.3247783
"Alcàsser",39.3677124,-0.4446741
"Alcàntera de Xúquer",39.068793,-0.5620285
"Alzira",39.151212,-0.4346556
"Alcublas",39.7979196,-0.7025736
"l' Alcúdia",39.1947105,-0.5042406
"l' Alcúdia de Crespins",38.9710757,-0.5890951
"Aldaia",39.4647886,-0.4607604
"Alfafar",39.4200749,-0.3891355
"Alfauir",38.9283659,-0.2516595
"Alfara de la Baronia",39.763024,-0.3553553
"Alfara del Patriarca",39.544129,-0.3856585
"Alfarb",39.2767351,-0.5605091
"Alfarrasí",38.9043757,-0.4967679
"Algar de Palància",39.7810953,-0.367464
"Algemesí",39.190758,-0.4357471
"Algímia d'Alfara",39.7536043,-0.3629991
"Alginet",39.2651129,-0.4716912
"Almàssera",39.5118213,-0.3562374
"Almiserà",38.9161848,-0.2848533
"Almoines",38.9435394,-0.1817019
"Almussafes",39.2924334,-0.4138577
"Alpuente",39.8759884,-1.0137762
"l' Alqueria de la Comtessa",38.9365133,-0.1535701
"Andilla",39.8357785,-0.814366
"Anna",39.0204311,-0.6461361
"Antella",39.0792449,-0.5926271
"Aras de los Olmos",39.9242294,-1.1332322
"Aielo de Malferit",38.8803025,-0.5909922
"Aielo de Rugat",38.8820575,-0.3442639
"Ayora",39.0596612,-1.057216
"Barxeta",39.0225353,-0.4165167
"Barx",39.0148124,-0.302021
"Bèlgida",38.8595605,-0.47474
"Bellreguard",38.9462948,-0.1615484
"Bellús",38.9452803,-0.48611
"Benagéber",39.7072913,-1.1005101
"Benaguasil",39.5942907,-0.588849
"Benavites",39.7407299,-0.2585095
"Beneixida",39.0573274,-0.5487333
"Benetússer",39.4228928,-0.3974783
"Beniarjó",38.9324698,-0.1870182
"Beniatjar",38.8479764,-0.4168998
"Benicolet",38.9193454,-0.3460118
"Benifairó de les Valls",39.7277183,-0.2686309
"Benifairó de la Valldigna",39.0535795,-0.3013408
"Benifaió",39.2854089,-0.426264
"Beniflá",38.9282759,-0.1884609
"Benigànim",38.9438572,-0.4440855
"Benimodo",39.2135344,-0.5267415
"Benimuslem",39.1319694,-0.4923176
"Beniparrell",39.3819923,-0.4119964
"Benirredrà",38.9617924,-0.1926545
"Benissanó",39.6133078,-0.5752895
"Benissoda",38.832174,-0.5302439
"Benissuera",38.912989,-0.4785658
"Bétera",39.5917307,-0.4622695
"Bicorp",39.1323971,-0.7877353
"Bocairent",38.7669181,-0.610892
"Bolbaite",39.0609622,-0.6744835
"Bonrepòs i Mirambell",39.5173822,-0.3652984
"Bufali",38.8685464,-0.5169017
"Bugarra",39.6085472,-0.7758284
"Buñol",39.4189582,-0.7909637
"Burjassot",39.5090599,-0.4108581
"Calles",39.7254187,-0.973942
"Camporrobles",39.6472415,-1.4009335
"Canals",38.9623954,-0.5832175
"Canet d'En Berenguer",39.6800217,-0.2211327
"Carcaixent",39.1209651,-0.4472814
"Càrcer",39.069966,-0.5678287
"Carlet",39.2251696,-0.5202051
"Carrícola",38.8403002,-0.4720736
"Casas Altas",40.0395154,-1.2629814
"Casas Bajas",40.0237302,-1.2604112
"Casinos",39.6995635,-0.7073505
"Castelló de Rugat",38.874757,-0.3818165
"Castellonet de la Conquesta",38.9154896,-0.2630171
"Castielfabib",40.1304259,-1.3041318
"Catadau",39.2748065,-0.5710963
"Catarroja",39.4033747,-0.4028759
"Caudete de las Fuentes",39.5591102,-1.2803019
"Cerdà",38.9861769,-0.5743123
"Cofrentes",39.2299883,-1.0619387
"Corbera",39.1580768,-0.3540631
"Cortes de Pallás",39.2423365,-0.9403895
"Cotes",39.0703715,-0.5747878
"Quart de les Valls",39.7398739,-0.2727995
"Quart de Poblet",39.4827253,-0.4438854
"Quartell",39.7373882,-0.2640069
"Quatretonda",38.9456993,-0.4016262
"Cullera",39.1647217,-0.2542313
"Chelva",39.7486658,-0.9976861
"Chella",39.0419132,-0.6590644
"Chera",39.5931474,-0.9729021
"Cheste",39.4939368,-0.6842101
"Xirivella",39.4639546,-0.4293866
"Chiva",39.4726098,-0.7178348
"Chulilla",39.6563771,-0.8921028
"Daimús",38.9687811,-0.1534297
"Domeño",39.6600701,-0.6720763
"Dos Aguas",39.2890143,-0.8004748
"l' Eliana",39.5659086,-0.5302784
"Emperador",39.5540582,-0.3388611
"Enguera",38.9804366,-0.6894299
"l' Énova",39.0444831,-0.480848
"Estivella",39.7133707,-0.3485272
"Estubeny",39.0174058,-0.6237803
"Faura",39.7262295,-0.2611236
"Favara",41.1779347,0.1676066
"Fontanars dels Alforins",38.7841381,-0.7855195
"Fortaleny",39.1838545,-0.3151293
"Foios",39.5381541,-0.3561396
"la Font d'en Carròs",38.9168188,-0.1702194
"la Font de la Figuera",38.8049372,-0.8798501
"Fuenterrobles",39.5851621,-1.364704
"Gavarda",39.0901402,-0.5450696
"Gandia",38.9675925,-0.1803423
"el Genovés",38.9884181,-0.4704196
"Gestalgar",39.6042104,-0.834243
"Gilet",39.6786015,-0.32506
"Godella",39.5184276,-0.4103168
"Godelleta",39.4218028,-0.6867262
"la Granja de la Costera",38.9961916,-0.556097
"Guadasséquies",38.9245811,-0.4865189
"Guadassuar",39.1857839,-0.4778181
"Guardamar de la Safor",38.9615238,-0.1488153
"Higueruelas",39.7900911,-0.8617383
"Jalance",39.1909885,-1.0772386
"Xeraco",39.0331946,-0.2152033
"Jarafuel",39.1398863,-1.0728491
"Xàtiva",38.988085,-0.5200428
"Xeresa",39.0101346,-0.2168106
"Llíria",39.6251478,-0.5952749
"Loriguilla",39.4905062,-0.5722427
"Losa del Obispo",39.695763,-0.8710594
"Llutxent",38.9427057,-0.3565953
"Llocnou d'En Fenollet",39.0124141,-0.4664784
"Llocnou de la Corona",39.4204988,-0.3819899
"Llocnou de Sant Jeroni",38.9130107,-0.2841276
"Llanera de Ranes",38.9926057,-0.5721855
"Llaurí",39.1469364,-0.3299823
"Llombai",39.2816214,-0.5731796
"la Llosa de Ranes",39.0185366,-0.5335879
"Macastre",39.3820383,-0.7854865
"Manises",39.492989,-0.4621429
"Manuel",39.0513265,-0.4909038
"Marines",39.6755957,-0.5612995
"Massalavés",39.1420011,-0.522717
"Massalfassar",39.5579365,-0.3258587
"Massamagrell",39.5703995,-0.3302101
"Massanassa",39.4108561,-0.4000846
"Meliana",39.528475,-0.3488606
"Millares",39.2375388,-0.7736084
"Miramar",38.9505154,-0.1415109
"Mislata",39.4751444,-0.4179125
"Moixent/Mogente",38.8753162,-0.7495353
"Moncada",39.5450484,-0.3941015
"Montserrat",39.3576494,-0.6031
"Montaverner",38.8879955,-0.4932477
"Montesa",38.9481556,-0.6492732
"Montitxelvo/Montichelvo",38.891134,-0.3396607
"Montroi/Montroy",39.3406742,-0.6138111
"Museros",39.5644775,-0.3426529
"Nàquera/Náquera",39.6589222,-0.4263092
"Navarrés",39.1024656,-0.6953201
"Novetlè",38.9806142,-0.5474381
"Oliva",38.9202443,-0.1208981
"Olocau",39.7006763,-0.531206
"l' Olleria",38.9144633,-0.5535651
"Ontinyent",38.8208523,-0.6099929
"Otos",38.8537863,-0.444257
"Paiporta",39.4279722,-0.4184254
"Palma de Gandía",38.9249523,-0.2210245
"Palmera",38.9417448,-0.1537426
"el Palomar",38.8543122,-0.5030984
"Paterna",39.5039227,-0.4421014
"Pedralba",42.0245478,-6.6938232
"Petrés",39.6839991,-0.3102425
"Picanya",39.4353965,-0.4358777
"Picassent",39.363519,-0.4611789
"Piles",38.9407693,-0.1325845
"Pinet",38.9827649,-0.3383891
"Polinyà de Xúquer",39.1957935,-0.3698201
"Potries",38.915234,-0.1949104
"la Pobla de Farnals",39.577785,-0.3264302
"la Pobla del Duc",38.9051584,-0.4196606
"Puebla de San Miguel",40.0458085,-1.1444734
"la Pobla de Vallbona",39.5907339,-0.5532185
"la Pobla Llarga",39.08528,-0.4765326
"el Puig de Santa Maria",39.5887818,-0.3062566
"Puçol",39.6172229,-0.3028272
"Quesa",39.1196086,-0.7402726
"Rafelbunyol",39.5884632,-0.3325421
"Rafelcofer",38.9327181,-0.1664006
"Rafelguaraf",39.0516722,-0.4550355
"Ráfol de Salem",38.8659425,-0.3972952
"el Real de Gandia",38.9482364,-0.1915574
"Real",39.3342846,-0.608392
"Requena",39.4880777,-1.1001643
"Riba-roja de Túria",39.5463524,-0.5699662
"Riola",39.1974256,-0.334858
"Rocafort",39.5300573,-0.4109383
"Rotglà i Corberà",39.0039511,-0.5647874
"Ròtova",38.9325529,-0.2580968
"Rugat",38.8792847,-0.36232
"Sagunt/Sagunto",39.6792916,-0.2786451
"Salem",38.8543784,-0.3814159
"Sant Joanet",39.071992,-0.4869889
"Sedaví",39.4247119,-0.3834581
"Segart",39.6833431,-0.3744773
"Sellent",39.0317983,-0.5874749
"Sempere",38.9198161,-0.4800619
"Senyera",39.0635511,-0.5099664
"Serra",39.6851966,-0.4281287
"Siete Aguas",39.4715188,-0.9156646
"Silla",39.3632045,-0.4112618
"Simat de la Valldigna",39.0435012,-0.3114531
"Sinarcas",39.7325775,-1.2300935
"Sollana",39.2784514,-0.3818215
"Sot de Chera",39.6212861,-0.9102321
"Sueca",39.2025604,-0.3111645
"Sumacàrcer",39.0962162,-0.6296261
"Tavernes Blanques",39.5064294,-0.3625992
"Tavernes de la Valldigna",39.0715565,-0.2678045
"Teresa de Cofrentes",39.1064363,-1.0510067
